"","coin_ids","coin_names"
"2075","eth-20-ma-crossover-yield-set-ii","ETH 20 MA Crossover Yield Set II"
"2076","eth-26-day-ema-crossover-set","ETH 26 Day EMA Crossover Set"
"2077","eth-26-ema-crossover-yield-set","ETH 26 EMA Crossover Yield Set"
"2078","eth-26-ma-crossover-yield-ii","ETH 26 EMA Crossover Yield II"
"2079","eth-50-day-ma-crossover-set","ETH 50 Day MA Crossover Set"
"2080","eth-ai-limit-loss","ETH AI Limit Loss"
"2081","ethart","ethArt"
"2082","ethash-miner","Ethash Miner"
"2083","ethbits","Ethbits"
"2084","ethbnt","ETHBNT Relay"
"2085","ethbold","ETHBOLD"
"2086","eth-btc-75-25-weight-set","ETH BTC 75%/25% Weight Set"
"2087","eth-btc-ema-ratio-trading-set","ETH/BTC EMA Ratio Trading Set"
"2088","eth-btc-long-only-alpha-portfolio","ETH/BTC Long-Only Alpha Portfolio"
"2089","ethbtc-price-action-candlestick-set","ETH/BTC Price Action Candlestick Set"
"2090","eth-btc-rsi-ratio-trading-set","ETH/BTC RSI Ratio Trading Set"
"2091","etheal","Etheal"
"2092","etheera","Etheera"
"2093","ether-1","Ether-1"
"2094","ethera","ETHERA"
"2095","ether-bird","Ether Bird"
"2096","etherbone","EtherBone"
"2097","ethercare","EtherCare"
"2098","ethercash","Ethercash"
"2099","ethercoin-2","Ethercoin"
"2100","etherdiamond","EtherDiamond"
"2101","etherdoge","EtherDoge"
"2102","etheremontoken","EthermonToken"
"2103","ethereum","Ethereum"
"2104","ethereumai","EthereumAI"
"2105","ethereum-cash","Ethereum Cash"
"2106","ethereum-classic","Ethereum Classic"
"2107","ethereum-cloud","Ethereum Cloud"
"2108","ethereum-erush","Ethereum eRush"
"2109","ethereum-fog","Ethereum Fog"
"2110","ethereum-gold","Ethereum Gold"
"2111","ethereum-gold-project","Ethereum Gold Project"
"2112","ethereum-high-yield-set","Ethereum High Yield Set"
"2113","ethereum-lite","Ethereum Lite"
"2114","ethereum-message-search","Ethereum Message Search"
"2115","ethereum-meta","Ethereum Meta"
"2116","ethereum-money","Ethereum Money"
"2117","ethereum-power","Ethereum Power"
"2118","ethereumsc","EthereumSC"
"2119","ethereumx","EthereumX"
"2120","ethereumx-net","Ethereumx·NET"
"2121","ethergem","EtherGem"
"2122","etherinc","EtherInc"
"2123","etherisc","Etherisc DIP Token"
"2124","ether-kingdoms-token","Ether Kingdoms Token"
"2125","ether-legends","Elementeum"
"2126","etheroll","Etheroll"
"2127","etherparty","Etherparty"
"2128","ethersocial","Ethersocial"
"2129","ethersportz","EtherSportz"
"2130","etherzero","Ether Zero"
"2131","ethlend","Aave"
"2132","eth-link-price-action-candlestick-set","ETH/LINK Price Action Candlestick Set"
"2133","eth-long-only-alpha-portfolio","ETH Long-Only Alpha Portfolio"
"2134","ethlytetoken","Ethlyte Crypto"
"2135","eth-maximalist-set","ETH Maximalist Set"
"2136","eth-momentum-trigger-set","ETH Momentum Trigger Set"
"2137","eth-moonshot-x-discretionary-yield-set","ETH Moonshot X Discretionary Yield Set"
"2138","eth-moonshot-x-set","ETH Moonshot X Set"
"2139","eth-moonshot-x-yield-set","ETH Moonshot X Yield Set"
"2140","ethorse","Ethorse"
"2141","ethos","Voyager Token"
"2142","ethplode","ETHplode"
"2143","ethplus","ETHPlus"
"2144","eth-price-action-candlestick-set","ETH Price Action Candlestick Set"
"2145","eth-range-bound-high-volatility-set","ETH Range Bound High Volatility Set"
"2146","eth-range-bound-low-volatility-set","ETH Range Bound Low Volatility Set"
"2147","eth-range-bound-min-volatility-set","ETH Range Bound Min Volatility Set"
"2148","eth-rsi-60-40-crossover-set","ETH RSI 60/40 Crossover Set"
"2149","eth-rsi-60-40-yield-set","ETH RSI 60/40 Yield Set"
"2150","eth-rsi-60-40-yield-set-ii","ETH RSI 60/40 Yield Set II"
"2151","eth-smart-beta-set","ETH Smart Beta Set"
"2152","eth-super-set","ETH Super Set"
"2153","eth-ta-set-ii","ETH TA Set II"
"2154","eth-trending-alpha-lt-set-ii","ETH Trending Alpha LT Set II"
"2155","eth-trending-alpha-st-set-ii","ETH Trending Alpha ST Set II"
"2156","ethusd-adl-4h-set","ETHUSD ADL 4H Set"
"2157","ethverse","Ethverse"
"2158","eth-volatility-adjusted-set","ETH Volatility Adjusted Set"
"2159","eth-vol-switching-set","ETH Vol Switching Set"
"2160","etor","etor"
"2161","etoro-australian-dollar","eToro Australian Dollar"
"2162","etoro-canadian-dollar","eToro Canadian Dollar"
"2163","etoro-euro","eToro Euro"
"2164","etoro-gold","eToro Gold"
"2165","etoro-new-zealand-dollar","eToro New Zealand Dollar"
"2166","etoro-pound-sterling","eToro Pound Sterling"
"2167","etoro-silver","eToro Silver"
"2168","etoro-singapore-dollar","eToro Singapore Dollar"
"2169","etoro-swiss-franc","eToro Swiss Franc"
"2170","etrade","Etrade"
"2171","et-token","EXX Token"
"2172","eub-chain","EUB Chain"
"2173","eulo","Eulo"
"2174","euno","EUNO"
"2175","eunomia","EUNOMIA"
"2176","eup-chain","EUP Chain"
"2177","eurbase","EURBASE"
"2178","eureka-coin","Eureka Coin"
"2179","eurocoinpay","EurocoinToken"
"2180","european-coin-alliance","European Coin Alliance"
"2181","europecoin","EuropeCoin"
"2182","euro-token","EURO TOKEN"
"2183","evacash","EvaCash"
"2184","eva-coin","EVA Coin"
"2185","evan","Evan"
"2186","evedo","Evedo"
"2187","evencoin","EvenCoin"
"2188","eventchain","EventChain"
"2189","everex","Everex"
"2190","evergreencoin","EverGreenCoin"
"2191","everipedia","Everipedia"
"2192","everitoken","EveriToken"
"2193","everus","Everus"
"2194","everycoin","EveryCoin"
"2195","every-original","EVERY ORIGINAL"
"2196","evil-coin","Evil Coin"
"2197","evimeria","Evimeria"
"2198","evo","EVO"
"2199","evocar","Evocar"
"2200","evos","EVOS"
"2201","exchain","ExChain Token"
"2202","exchangecoin","ExchangeCoin"
"2203","exchangen","ExchangeN"
"2204","exchange-union","Exchange Union"
"2205","exciting-japan-coin","eXciting Japan Coin"
"2206","exclusivecoin","ExclusiveCoin"
"2207","exenox-mobile","EXENOX MOBILE"
"2208","exhibit-token","Exhibit Token"
"2209","eximchain","Eximchain"
"2210","exmo-coin","EXMO Coin"
"2211","exmr-monero","EXMR"
"2212","exnce","EXNCE"
"2213","exor","EXOR"
"2214","exosis","Exosis"
"2215","expanse","Expanse"
"2216","experience-chain","eXPerience Chain"
"2217","experiencecoin","ExperienceCoin"
"2218","experty","Experty"
"2219","exrnchain","EXRNchain"
"2220","exrt-network","EXRT Network"
"2221","extreme-private-masternode-coin","Extreme Private Masternode Coin"
"2222","extstock-token","ExtStock Token"
"2223","exus-coin","EXUS Coin"
"2224","exva-token","EXVA Token"
"2225","eyes-protocol","EYES Protocol"
"2226","ezoow","EZOOW"
"2227","f1zz","F1ZZ"
"2228","fabrk","FABRK Token"
"2229","face","Faceter"
"2230","facite","Facite"
"2231","factom","Factom"
"2232","facts","FACTS"
"2233","fair-efficient-business","Fair Efficient Business"
"2234","faireum","Faireum"
"2235","fairgame","FairGame"
"2236","fairyland","FairyLand"
"2237","faithcoin","FaithCoin"
"2238","falcon-token","Falcon Project"
"2239","fanaticos-cash","Fanáticos Cash"
"2240","fanbi-token","FANBI TOKEN"
"2241","fango","Fango"
"2242","fanstime","FansTime"
"2243","fantasy-gold","Fantasy Gold"
"2244","fantom","Fantom"
"2245","fanzy","FANZY"
"2246","farmatrust","FarmaTrust"
"2247","fart-set","Fart Set"
"2248","fashion-coin","Fashion Coin"
"2249","fast","Fast"
"2250","fast-access-blockchain","Fast Access Blockchain"
"2251","fatcoin","Fatcoin"
"2252","favin-token","Favin Token"
"2253","fazer","Fazer"
"2254","fbee","FBEE"
"2255","fc-barcelona-fan-token","FC Barcelona Fan Token"
"2256","fc-bitcoin","FC Bitcoin"
"2257","fds","Fair Dollars"
"2258","fear-greed-sentiment-set-ii","Fear & Greed Sentiment Set II"
"2259","feathercoin","Feathercoin"
"2260","fedoracoin","Fedoracoin"
"2261","fedora-gold","Fedora Gold"
"2262","feellike","Feellike"
"2263","feex","FEEX"
"2264","feicoin","FeiCoin"
"2265","feirm","FEIRM"
"2266","fensilian","Fensilian"
"2267","fera","Fera"
"2268","ferrum-network","Ferrum Network"
"2269","fess-chain","Fesschain"
"2270","fetch-ai","Fetch.ai"
"2271","fetish-coin","Fetish Coin"
"2272","fex-token","FEX Token"
"2273","fibercoin","Fibercoin"
"2274","fibos","FIBOS"
"2275","fidelityhouse","FidelityHouse"
"2276","fidex-exchange","FIDEX Exchange"
"2277","fightbackcoin","FightBackCoin"
"2278","filecoin","Filecoin [IOU]"
"2279","filenet","Filenet"
"2280","filestorm","FileStorm"
"2281","film-industry-investment-chain","Film Industry Investment Chain"
"2282","film-television-blockchain","Film & Television Blockchain"
"2283","financex-exchange","FinanceX token"
"2284","financex-exchange-token","FinanceX Exchange Token"
"2285","finchain","FinChain"
"2286","fincredit-protocol","FinCredit Protocol"
"2287","find-token","FIND Token"
"2288","find-your-developer","FYDcoin"
"2289","finexbox-token","FinexboxToken"
"2290","fingerprint","FingerPrint"
"2291","finnexus","FinNexus"
"2292","finple","FINPLE"
"2293","fintab","FinTab"
"2294","fin-token","Fuel Injection Network"
"2295","fintrux","FintruX"
"2296","fio-protocol","FIO Protocol"
"2297","fireants","FireAnts"
"2298","fireball","FIRE"
"2299","fire-lotto","Fire Lotto"
"2300","fire-token","Fire Token"
"2301","firmachain","Firmachain"
"2302","first-bitcoin","First Bitcoin"
"2303","first-blood","First Blood"
"2304","firstenergy-token","FirstEnergy Token"
"2305","fisco","Fisco"
"2306","fitcash","FITCASH"
"2307","fitcoin","Fitcoin"
"2308","five-balance","Five Balance Coin"
"2309","five-star-coin","Five Star Coin"
"2310","fivetoken","FiveToken"
"2311","fixed-trade-coin","Fixed Trade Coin"
"2312","fk-coin","FK Coin"
"2313","flama","Flama"
"2314","flash","Flash"
"2315","flashx-advance","FlashX Advance"
"2316","fleta","FLETA"
"2317","flexacoin","Flexacoin"
"2318","flexbtc-set-ii","FlexBTC Set II"
"2319","flex-coin","FLEX Coin"
"2320","flexeth-btc-set","FlexETH/BTC Set"
"2321","flexeth-set-ii","FlexETH Set II"
"2322","flex-token","Flex Token"
"2323","fline","Fline"
"2324","flits","Flits"
"2325","flit-token","Flit Token"
"2326","flixxo","Flixxo"
"2327","flo","FLO"
"2328","flogmall","FLOGmall"
"2329","florafic","Florafic"
"2330","flowchaincoin","Flowchain"
"2331","flower-of-life","Flower of Life"
"2332","flow-protocol","Flow Protocol"
"2333","flux","FLUX"
"2334","flynnjamm","FlynnJamm"
"2335","flypme","FlypMe"
"2336","fnb-protocol","FNB Protocol"
"2337","fnkos","FNKOS"
"2338","foam-protocol","FOAM"
"2339","focv","FOCV"
"2340","foincoin","Foin"
"2341","foldingcoin","Foldingcoin"
"2342","foodcoin","FoodCoin"
"2343","food-token","Food Token"
"2344","football-coin","Football Coin"
"2345","fopay","FoPay"
"2346","force-for-fast","Force For Fast"
"2347","force-protocol","The Force Protocol"
"2348","forcer","Forcer"
"2349","foresterx","ForesterX"
"2350","foresting","Foresting"
"2351","forexcoin","FOREXCOIN"
"2352","forfun","ForFun"
"2353","forkspot","Forkspot"
"2354","formula","FormulA"
"2355","forte-coin","Forte Coin"
"2356","fortknoxter","FortKnoxster"
"2357","fortuna","Fortuna"
"2358","fortune1coin","Fortune1Coin"
"2359","forty-seven-bank","FSBT API"
"2360","foundgame","FoundGame"
"2361","fountain","Fountain"
"2362","foxdcoin","Foxdcoin"
"2363","fox-token","FOX Token"
"2364","fox-trading-token","Fox Trading Token"
"2365","frasindo-rent","Frasindo Rent"
"2366","fredenergy","FRED Energy"
"2367","freecash","Freecash"
"2368","free-coin","FREE coin"
"2369","freelancerchain","FreelancerChain"
"2370","freetip","FreeTip"
"2371","free-tool-box","Free Tool Box"
"2372","freicoin","Freicoin"
"2373","freight-trust-network","Freight Trust Network"
"2374","french-digital-reserve","French Digital Reserve"
"2375","frens-community","Frens Community"
"2376","frenzy","Frenzy"
"2377","freyrchain","Freyrchain"
"2378","friendcoin007","Friendcoin007"
"2379","friendz","Friendz"
"2380","frinkcoin","Frinkcoin"
"2381","frozencoin-network","Frozencoin Network"
"2382","fsn","FUSION"
"2383","fsw-token","Falconswap"
"2384","ftx-token","FTX Token"
"2385","fujicoin","Fujicoin"
"2386","fuloos","Fuloos"
"2387","fundchains","FUNDChains"
"2388","fundin","FUNDIN"
"2389","fund-of-fund-blockbank","Fund of Fund Blockbank"
"2390","fundrequest","FundRequest"
"2391","funfair","FunFair"
"2392","funkeypay","FunKeyPay"
"2393","funtime-coin","FunTime Coin"
"2394","fuse-network-token","Fuse Network Token"
"2395","fusion-energy-x","Fusion Energy X"
"2396","futurax","FUTURAX"
"2397","future1coin","Future1Coin"
"2398","futurescoin","FuturesCoin"
"2399","futurexcrypto","FUTUREXCRYPTO"
"2400","futurocoin","FuturoCoin"
"2401","fuupay","FUUPAY"
"2402","fuze-token","FUZE Token"
"2403","fuzex","FuzeX"
"2404","fuzzballs","FuzzBalls"
"2405","fx-ccoin","FX COIN"
"2406","fx-coin","f(x) Coin"
"2407","fxpay","FXPay"
"2408","fyooz","Fyooz"
"2409","galactrum","Galactrum"
"2410","galatasaray-fan-token","Galatasaray Fan Token"
"2411","galaxycash","GalaxyCash"
"2412","galaxy-esolutions","Galaxy eSolutions"
"2413","galaxy-pool-coin","Galaxy Pool Coin"
"2414","galaxy-wallet","Galaxy Wallet"
"2415","galilel","Galilel"
"2416","gamb","GAMB"
"2417","game","Game"
"2418","game-bank-coin","Game Bank Coin"
"2419","gamebetcoin","GameBet"
"2420","gamecash","GameCash"
"2421","game-chain","Game Chain"
"2422","game-city","Game City"
"2423","gamecredits","GameCredits"
"2424","game-fanz","Game Fanz"
"2425","gameflip","Gameflip"
"2426","game-stars","Game Stars"
"2427","game-x-coin","GameXCoin"
"2428","gana","GANA"
"2429","gapcoin","Gapcoin"
"2430","gapp-network","Gaps Chain"
"2431","garlicoin","Garlicoin"
"2432","garmin-ltd","Garmin Ltd"
"2433","garuda-token","Garuda Token"
"2434","gas","Gas"
"2435","gastoken","Gastoken"
"2436","gastoken-etc","Gastoken ETC"
"2437","gastroadvisor","GastroAdvisor"
"2438","gatcoin","Gatcoin"
"2439","gate","G.A.T.E"
"2440","gatechain-token","Gatechain Token"
"2441","gateway-cash","Gateway Cash"
"2442","gauntlet","Gauntlet"
"2443","gazecoin","GazeCoin"
"2444","g-box","G-BOX Coin"
"2445","gbrick","Gbrick"
"2446","gcg-global-crypto-gate","GlobalCryptoGate"
"2447","gcn-coin","GCN Coin"
"2448","gdac-token","GDAC Token"
"2449","gechain-token","GEChain Token"
"2450","geeq","GEEQ"
"2451","geimcoin","Geimcoin"
"2452","gem-exchange-and-trading","Gem Exchange And Trading"
"2453","gemini-dollar","Gemini Dollar"
"2454","gems-2","Gems"
"2455","gemvault-coin","GemVault Coin"
"2456","genaro-network","Genaro Network"
"2457","general-attention-currency","General Attention Currency"
"2458","genes-chain","GENES Chain"
"2459","genesis-coin","Genesis Coin"
"2460","genesis-ecology","Genesis Ecology"
"2461","genesis-network","Genesis Network"
"2462","genesis-token","Genesis Token"
"2463","genesis-vision","Genesis Vision"
"2464","genesisx","GenesisX"
"2465","gene-source-code-token","Gene Source Code Token"
"2466","genexi","Genexi"
"2467","genix","Genix"
"2468","gentarium","Gentarium"
"2469","geocoin","Geocoin"
"2470","geodb","GeoDB"
"2471","germancoin","GermanCoin"
"2472","getmoder","GETModer"
"2473","get-token","GET Protocol"
"2474","gexan","Gexan"
"2475","geysercoin","GeyserCoin"
"2476","gg-coin","Global Game Coin"
"2477","ghost-by-mcafee","GHOST"
"2478","ghostprism","GHOSTPRISM"
"2479","ghost-talk","Ghost Talk"
"2480","giant","Giant"
"2481","gib-foundation","Bible Coin"
"2482","gifto","Gifto"
"2483","giga-watt-token","Giga Watt Token"
"2484","gigecoin","GigEcoin"
"2485","giletjaunecoin","GiletJauneCoin"
"2486","gimli","Gimli"
"2487","gimmer","Gimmer"
"2488","gincoin","GINcoin"
"2489","girauno","Girauno"
"2490","give","GIVES"
"2491","givingtoservices","GivingToServices"
"2492","givly-coin","GIVLY Coin"
"2493","gki","GKi"
"2494","gleec-coin","Gleec Coin"
"2495","glex","GLEX"
"2496","glitzkoin","GlitzKoin"
"2497","global-aex-token","Global AEX Token"
"2498","globalboost","GlobalBoost-Y"
"2499","globalchainz","GlobalChainZ"
"2500","global-china-cash","Global China Cash"
"2501","globalcoin","GlobalCoin"
"2502","global-coin-market","Global Coin Market"
"2503","global-crypto-alliance","Global Crypto Alliance"
"2504","global-currency-development","Global Currency Development"
"2505","global-digital-content","Global Digital Content"
"2506","globaledu","GlobalEdu"
"2507","global-hash-power","GLOBAL HASH POWER"
"2508","global-human-trust","Global Human Trust"
"2509","global-pay-coin","Global-Pay Coin"
"2510","global-rental-token","Global Rental Token"
"2511","global-reserve-system","Global Reserve System"
"2512","global-social-chain","Global Social Chain"
"2513","globaltoken","GlobalToken"
"2514","global-tourism-sharing-ecology","Global Tourism Sharing Ecology"
"2515","global-trust-coin","Global Trust Coin"
"2516","globaltrustfund-token","GLOBALTRUSTFUND TOKEN"
"2517","globalvillage-ecosystem","Globalvillage Ecosystem"
"2518","globatalent","Globatalent"
"2519","globex","Globex"
"2520","globitex","Globitex"
"2521","globla-crypto-merchant","Global Crypto Merchant"
"2522","glos","GLOS"
"2523","glosfer-token","Glosfer Token"
"2524","glovecoin","GloveCoin"
"2525","glowshares","GlowShares"
"2526","glufco","Glufco"
"2527","gluwacoin","Gluwacoin"
"2528","gmb","GMB"
"2529","gmcoin","GM Holding"
"2530","gnosis","Gnosis"
"2531","gny","GNY"
"2532","goaltime-n","GoalTime N"
"2533","goat-cash","Goat Cash"
"2534","gob-platform","GOB Platform"
"2535","gobyte","GoByte"
"2536","gochain","GoChain"
"2537","godigit","GoDigit"
"2538","goforit","GoForIt Walk&Win"
"2539","gold","GOLD"
"2540","gold2","GOLD2"
"2541","gold-and-gold","Gold And Gold"
"2542","goldblock","Goldblock"
"2543","goldblocks","GoldBlocks"
"2544","gold-cash","Gold Cash"
"2545","goldcoin","Goldcoin"
"2546","golden-hoyeah-coin","Golden Hoyeah Coin"
"2547","golden-ratio-coin","Golden Ratio Coin"
"2548","golden-ratio-token","Golden Ratio Token"
"2549","golden-time-token","GOLDEN TIME TOKEN"
"2550","golden-token","Golden Token"
"2551","goldenugget","GoldeNugget"
"2552","goldfund-ico","GoldFund"
"2553","goldkash","GoldKash"
"2554","gold-latoken","Gold LATOKEN"
"2555","gold-mining-members","Gold Mining Members"
"2556","goldmint","Goldmint"
"2557","goldnero","Goldnero"
"2558","goldpieces","GoldPieces"
"2559","gold-poker","Gold Poker"
"2560","goldqr","GOLDQR COIN"
"2561","gold-reward-token","GOLD Reward Token"
"2562","golem","Golem"
"2563","golfcoin","Golfcoin"
"2564","golos-blockchain","Golos Blockchain"
"2565","gomics","Gomics"
"2566","gomoney2","GoMoney2"
"2567","gonetwork","GoNetwork"
"2568","goocoin","GooCoin"
"2569","gossipcoin","GOSSIP-Coin"
"2570","gotogods","GOTOGODS"
"2571","gowithmi","GoWithMi"
"2572","gpei-token","GPEI Token"
"2573","gp-token","GP Token"
"2574","gpu-coin","GPU Coin"
"2575","grabity","Grabity"
"2576","grafenocoin","GrafenoCash"
"2577","grafenocoin-2","GrafenoCoin"
"2578","graft-blockchain","Graft Blockchain"
"2579","gram","OpenGram"
"2580","grame","Grame"
"2581","gramgold-coin","GramGold Coin"
"2582","grandpa-fan","<U+200B>GrandPa Fan"
"2583","grap-finance","Grap Finance"
"2584","gravel-coin","Gravel Coin"
"2585","graviocoin","Graviocoin"
"2586","gravity","Gravity"
"2587","gravitycoin","GravityCoin"
"2588","grearn","GrEarn"
"2589","greencoin","Greencoin"
"2590","green-light","Green Light"
